ID,Name,Age,Gender,Income,Department,JoinDate,Rating,Remarks
7213,David,22.0,Other,39642.87,HR,2012-09-13,1.2,Poor
7214,Bob,30.0,Female,59698.35,HR,2016-02-09,2.7,
7215,Charlie,32.0,Male,61761.37,Sales,2011-01-19,3.0,Average
7216,Alice,41.0,,85570.83,IT,2010-01-25,2.8,
7217,Charlie,25.0,Female,74835.47,Marketing,2012-07-05,3.6,Excellent
7218,Charlie,42.0,Male,58235.4,Sales,2019-11-18,1.1,Average
7219,Eva,23.0,Other,60646.19,Marketing,2013-08-30,4.5,Good
7220,Bob,28.0,Female,68928.2,IT,2015-09-17,3.0,Poor
7221,David,44.0,Female,40376.12,IT,2010-10-29,3.2,Poor
7222,David,53.0,Male,76421.55,HR,2013-10-24,2.9,Excellent
7223,Eva,43.0,Female,49532.06,Sales,2015-11-18,2.8,
7224,David,28.0,Other,60226.09,Marketing,2013-11-12,1.7,Good
7225,Charlie,34.0,Female,55422.22,IT,2017-05-30,3.0,
7226,Eva,35.0,Male,38644.76,IT,2016-10-29,2.7,
7227,Alice,32.0,Female,44285.21,HR,2014-12-21,2.9,Excellent
7228,Bob,21.0,,38039.27,HR,2016-11-22,1.1,Average
7229,Bob,31.0,Male,,HR,2010-02-24,1.5,Average
7230,Bob,25.0,Other,27021.79,Sales,2019-10-08,4.1,Excellent
7231,Charlie,22.0,Female,35165.6,Sales,2015-04-29,2.7,Excellent
7232,Alice,27.0,Other,43349.38,IT,2017-03-16,4.0,Excellent
7233,Eva,32.0,Other,,Marketing,2017-09-03,1.7,
7234,Eva,38.0,Female,,Sales,2015-12-15,3.8,
7235,Bob,27.0,Other,64924.48,HR,2019-04-16,2.2,Good
7236,Alice,29.0,Other,48240.45,HR,2020-07-04,3.8,Excellent
7237,Alice,36.0,Male,77216.07,Sales,2018-08-06,1.3,
7238,Alice,30.0,Other,55034.14,IT,2019-06-30,2.3,Average
7239,David,33.0,Female,60111.85,IT,2010-06-02,1.5,Excellent
7240,David,30.0,,21633.38,IT,2013-03-18,3.5,Average
7241,Bob,31.0,Other,35873.76,IT,2019-07-07,2.6,Poor
7242,Alice,21.0,Other,65714.73,HR,2010-08-14,1.3,Good
7243,Alice,30.0,Female,59821.44,Sales,2012-04-17,3.1,Poor
7244,Eva,41.0,,76928.32,HR,2017-07-02,1.1,
7245,Eva,31.0,Female,75762.51,Marketing,2013-08-26,4.3,
7246,Bob,23.0,Other,42039.48,IT,2011-02-23,4.8,Good
7247,Alice,41.0,Other,67266.75,IT,2011-05-30,4.2,
7248,Bob,35.0,Female,35261.42,Marketing,2010-10-16,4.8,Average
7249,Eva,36.0,Male,26179.27,Marketing,2016-02-27,4.6,
7250,Eva,35.0,Female,54786.14,HR,2014-03-23,4.6,Excellent
7251,David,20.0,Male,,Marketing,2012-05-22,2.0,Poor
7252,Bob,35.0,Male,55021.08,IT,2017-06-07,1.9,Average
7253,Bob,41.0,Female,64342.49,Marketing,2017-09-17,4.2,Excellent
7254,Alice,26.0,Female,41275.71,HR,2010-06-17,3.0,
7255,Alice,14.0,Other,,Marketing,2012-07-02,4.8,
7256,David,32.0,Other,42201.42,Marketing,2014-08-26,4.6,Good
7257,Charlie,30.0,Male,85832.37,HR,2019-05-02,4.6,Good
7258,Charlie,17.0,Other,62840.78,HR,2013-08-11,2.3,Poor
7259,Charlie,34.0,Female,73659.95,HR,2016-08-24,1.5,Good
7260,Bob,34.0,Male,31333.18,IT,2018-06-10,3.7,
7261,Bob,18.0,Other,43689.48,IT,2016-08-01,2.8,Good
7262,Eva,45.0,Other,48714.35,Marketing,2017-10-31,4.7,Poor
7263,Bob,36.0,Female,,IT,2015-06-18,4.4,Excellent
7264,Bob,14.0,Female,74219.45,Sales,2015-12-19,4.7,Average
7265,Bob,36.0,Other,50851.16,HR,2016-03-02,3.3,Excellent
7266,David,36.0,Male,27356.27,Sales,2019-08-09,3.1,Excellent
7267,Bob,41.0,Male,42549.8,HR,2016-06-21,4.4,Excellent
7268,Alice,25.0,Female,33150.46,Marketing,2011-08-27,3.0,
7269,Alice,36.0,Female,61177.66,HR,2019-04-09,4.6,Average
7270,Eva,28.0,Female,59105.22,IT,2016-12-08,1.1,Average
7271,David,25.0,Other,59714.03,Marketing,2015-05-28,2.4,
7272,Alice,23.0,Other,64709.9,HR,2010-04-21,4.3,
7273,David,14.0,Female,82958.13,Marketing,2013-08-06,1.8,Good
7274,David,34.0,Male,77218.01,Marketing,2010-09-04,2.6,
7275,Eva,27.0,Female,43281.56,Marketing,2011-02-16,1.0,Poor
7276,David,8.0,Female,81941.41,Sales,2017-03-05,2.2,
7277,Bob,30.0,Male,46995.71,IT,2011-03-26,2.3,Good
7278,David,39.0,Male,51573.79,Marketing,2018-01-15,3.9,
7279,Eva,19.0,Male,,IT,2014-07-04,3.7,Poor
7280,Eva,24.0,Male,59970.49,HR,2015-06-09,2.8,
7281,Eva,33.0,Other,21997.93,Marketing,2013-12-15,3.9,Excellent
7282,Alice,9.0,Other,50373.57,IT,2019-07-04,2.7,Average
7283,Bob,25.0,Female,54430.36,Marketing,2014-01-19,2.7,Poor
7284,Alice,32.0,Other,24727.96,Sales,2017-08-23,3.6,Poor
7285,Charlie,25.0,Female,24448.59,HR,2010-05-05,3.9,Poor
7286,Bob,19.0,Female,37614.08,Sales,2014-10-05,4.4,Excellent
7287,David,19.0,Male,38892.03,Marketing,2018-03-08,4.0,Excellent
7288,Eva,17.0,Male,50643.39,IT,2020-07-21,3.7,Average
7289,Charlie,,Other,,Marketing,2016-04-26,3.2,Good
7290,Bob,38.0,Other,67610.23,Marketing,2011-06-19,2.2,Average
7291,Alice,48.0,Other,44300.51,Marketing,2014-10-02,2.0,Poor
7292,Eva,30.0,Other,44580.22,Sales,2010-03-21,4.4,Poor
7293,Alice,36.0,Male,65058.38,Sales,2010-09-29,3.9,Poor
7294,Bob,22.0,Male,,IT,2015-02-23,3.7,Average
7295,Bob,13.0,Other,76604.05,HR,2019-12-16,2.0,Good
7296,Charlie,44.0,Female,27162.18,HR,2020-07-16,4.9,Good
7297,David,25.0,Male,65312.9,IT,2013-12-12,1.3,Average
7298,Alice,35.0,Male,62662.39,Marketing,2011-02-06,4.4,Poor
7299,Charlie,31.0,,73478.49,HR,2018-07-22,1.8,Average
7300,Eva,37.0,Male,39283.97,Sales,2010-09-29,2.6,Average
7301,David,37.0,,50631.07,IT,2012-06-14,2.7,
7302,Charlie,32.0,Other,32725.05,IT,2016-03-25,3.7,
7303,Alice,33.0,Female,49080.46,Marketing,2015-06-05,3.2,Excellent
7304,Bob,39.0,,48463.85,HR,2020-04-21,1.7,Excellent
7305,Eva,26.0,Other,,HR,2011-01-06,1.1,Average
7306,Alice,42.0,Other,58063.41,Marketing,2020-09-01,3.9,
7307,David,24.0,Male,49491.54,IT,2017-07-22,3.0,Poor
7308,David,30.0,Other,49297.55,IT,2016-02-18,2.4,Excellent
7309,Bob,35.0,Other,43112.78,IT,2012-09-06,2.1,Poor
7310,Bob,16.0,Other,46413.78,IT,2018-06-22,4.3,Poor
7311,Eva,,Female,51231.95,Sales,2014-04-25,4.2,Excellent
7312,Eva,33.0,Other,79083.49,Sales,2020-11-25,4.3,Average
7313,Bob,56.0,Male,56026.92,IT,2013-09-21,1.9,
7314,Bob,46.0,Male,34469.96,IT,2019-01-15,4.4,Excellent
7315,David,29.0,Male,89120.65,IT,2014-04-03,4.9,Good
7316,Bob,44.0,Other,65517.09,Sales,2016-12-10,3.4,Good
7317,Charlie,,Female,64579.6,Marketing,2017-08-13,1.2,Poor
7318,Alice,31.0,Other,46760.0,HR,2013-04-02,3.8,Good
7319,Bob,16.0,,61962.81,Sales,2013-12-17,3.2,Poor
7320,Eva,18.0,,54564.5,IT,2013-10-15,3.8,
7321,Charlie,30.0,Female,29610.78,IT,2018-11-15,1.8,Excellent
7322,Eva,26.0,Other,56804.59,IT,2019-10-25,3.4,Excellent
7323,Charlie,31.0,Male,31175.91,IT,2017-12-06,3.2,
7324,Bob,40.0,Other,54470.64,Marketing,2016-07-23,3.4,Poor
7325,Alice,36.0,Male,55869.86,Sales,2012-02-05,3.9,Average
7326,Eva,,Female,,HR,2013-05-07,3.2,Good
7327,Charlie,37.0,Other,51763.46,IT,2018-12-28,2.3,
7328,David,22.0,Female,58916.89,Marketing,2017-06-22,2.2,Good
7329,Bob,20.0,Male,42311.48,Marketing,2013-03-21,3.8,Average
7330,Alice,33.0,Female,56857.43,IT,2015-03-24,3.7,Poor
7331,Bob,23.0,Female,69084.58,IT,2017-03-09,2.7,Good
7332,David,24.0,Female,62632.3,HR,2017-01-21,2.4,Poor
7333,Alice,37.0,,45351.39,Sales,2018-08-28,3.5,Average
7334,David,35.0,Male,71797.84,HR,2012-11-03,2.2,Poor
7335,Bob,27.0,Female,61293.53,Sales,2010-01-19,4.9,Average
7336,Charlie,16.0,Female,47463.37,Marketing,2013-01-10,3.4,Excellent
7337,Bob,24.0,Female,40748.15,Marketing,2014-11-20,3.4,Good
7338,Bob,45.0,Female,59280.87,IT,2011-09-13,1.5,Good
7339,Bob,37.0,Male,66280.42,HR,2019-10-31,3.4,Average
7340,Eva,41.0,Male,67011.29,HR,2015-01-30,2.2,Average
7341,David,32.0,Other,,IT,2015-08-12,2.8,
7342,David,27.0,Male,44885.63,HR,2013-07-10,3.2,Average
7343,David,37.0,Male,58521.88,Marketing,2019-11-21,2.9,Average
7344,Eva,40.0,Female,37087.41,Marketing,2020-10-06,4.2,Poor
7345,Charlie,26.0,Other,54350.44,IT,2014-02-22,1.4,Poor
7346,Bob,24.0,Other,,IT,2016-07-12,1.7,Good
7347,Charlie,17.0,Female,34888.08,Sales,2016-05-22,1.6,Poor
7348,Eva,24.0,Other,41697.7,Marketing,2010-09-11,4.3,Poor
7349,David,35.0,Male,64201.43,Marketing,2017-03-29,1.5,Good
7350,Bob,25.0,Other,36854.15,Marketing,2019-09-27,4.9,Excellent
7351,Alice,37.0,,73020.88,Marketing,2018-12-17,4.9,
7352,Alice,45.0,Other,64641.86,Marketing,2013-08-08,5.0,Poor
7353,Charlie,30.0,Other,65267.75,Sales,2020-10-30,4.9,Excellent
7354,David,29.0,Other,67067.89,IT,2013-07-25,1.6,
7355,Alice,34.0,Female,30613.81,IT,2019-04-30,3.6,Good
7356,Charlie,25.0,,33775.36,HR,2020-01-10,2.6,Poor
7357,Eva,24.0,Other,69801.52,Marketing,2019-07-15,3.9,Poor
7358,Charlie,25.0,Male,45396.34,Marketing,2018-12-26,2.6,Average
7359,Charlie,20.0,Male,48915.71,IT,2011-09-30,2.5,Poor
7360,Charlie,37.0,Male,60618.37,Marketing,2018-06-09,4.6,Poor
7361,Bob,26.0,Other,52269.6,Marketing,2013-06-17,3.0,Excellent
7362,Charlie,38.0,Male,66210.29,Marketing,2014-12-19,4.0,Excellent
7363,Charlie,34.0,Other,58677.47,IT,2012-07-07,3.6,Poor
7364,Bob,29.0,Other,47033.46,HR,2012-03-30,3.6,
7365,Bob,36.0,Other,48575.85,IT,2013-04-08,2.4,Good
7366,Eva,22.0,Male,53875.21,Marketing,2011-11-12,2.0,Excellent
7367,David,23.0,Other,55849.28,IT,2017-11-03,4.5,
7368,Alice,35.0,Female,62070.97,Sales,2012-04-16,1.1,Poor
7369,Alice,12.0,Female,52483.32,Marketing,2012-08-04,1.7,Average
7370,Charlie,30.0,Female,48731.38,IT,2011-04-18,1.5,
7371,Eva,34.0,Other,47299.18,IT,2014-11-28,4.8,Excellent
7372,Charlie,40.0,Female,43518.14,HR,2016-11-24,1.0,Average
7373,Alice,42.0,Other,74072.25,Marketing,2020-10-11,1.0,Poor
7374,Bob,28.0,Other,36901.79,Sales,2020-06-30,1.9,Excellent
7375,David,36.0,Other,31093.1,Sales,2017-07-06,2.1,Poor
7376,Eva,23.0,Male,63370.88,Marketing,2010-08-17,3.2,
7377,Bob,26.0,Female,57220.99,IT,2015-02-06,4.8,Excellent
7378,David,40.0,Other,,Sales,2019-07-12,2.9,Poor
7379,Eva,29.0,Female,48748.57,Marketing,2019-07-03,2.2,
7380,Eva,31.0,Female,49565.36,Sales,2018-12-19,4.3,Excellent
7381,Alice,21.0,Male,37645.23,Marketing,2014-09-04,2.5,Good
7382,Bob,33.0,Female,51511.03,Sales,2020-01-13,1.6,Poor
7383,Eva,36.0,Other,23993.16,HR,2010-02-18,4.2,
7384,Eva,35.0,Other,21683.46,Marketing,2011-12-28,1.0,Good
7385,David,20.0,Female,41849.05,HR,2014-09-09,1.8,Poor
7386,Alice,37.0,Female,50994.8,Marketing,2018-03-31,3.5,Excellent
7387,Charlie,22.0,Male,41195.57,Sales,2018-09-02,1.4,
7388,Alice,29.0,Other,41322.47,Sales,2015-12-06,2.0,
7389,Charlie,17.0,Female,27375.46,IT,2011-09-02,2.6,Excellent
7390,Bob,28.0,Female,59473.35,Sales,2013-01-02,2.6,Excellent
7391,Bob,21.0,Other,39310.07,HR,2010-02-06,4.9,Excellent
7392,Eva,,Female,74893.07,IT,2019-04-25,3.7,
7393,Bob,30.0,Male,48961.25,HR,2013-12-20,1.1,
7394,Eva,36.0,Female,34228.45,HR,2010-07-06,1.9,Good
7395,Alice,36.0,Female,15414.41,HR,2019-06-18,3.5,Excellent
7396,Bob,11.0,Male,31577.82,HR,2016-11-11,3.9,
7397,Alice,35.0,Male,49049.09,HR,2018-04-27,2.5,Average
7398,Alice,31.0,,,Marketing,2012-02-17,4.4,Average
7399,Bob,25.0,Other,38111.89,Marketing,2020-06-15,4.8,Excellent
7400,Alice,22.0,Female,42018.19,IT,2017-12-27,3.5,
7401,Bob,29.0,,38897.09,HR,2013-08-25,3.2,Average
7402,Bob,31.0,Male,41232.42,Marketing,2013-12-20,4.0,Excellent
7403,Bob,33.0,Other,43019.32,Sales,2019-06-26,4.1,Poor
7404,Charlie,28.0,,38222.97,IT,2013-09-16,1.9,Poor
7405,Alice,9.0,Female,72049.03,Marketing,2017-12-09,2.9,Poor
7406,David,,Other,40748.85,Sales,2011-02-12,2.8,Good
7407,Bob,20.0,Other,10577.7,IT,2012-10-15,4.8,
7408,Alice,46.0,,25456.01,Sales,2013-08-23,1.4,Poor
7409,Eva,30.0,Other,59028.84,HR,2010-03-12,4.8,Average
7410,Bob,35.0,Other,56756.61,Sales,2014-01-07,3.3,Good
7411,Bob,35.0,Male,42123.03,HR,2016-01-06,2.2,Poor
7412,David,32.0,Other,28830.25,IT,2020-10-22,4.5,Excellent
7413,Charlie,26.0,Male,60672.14,HR,2013-12-31,1.2,Average
7414,Charlie,25.0,Other,26193.45,Sales,2013-07-09,2.3,Good
7415,Bob,13.0,Male,55604.4,HR,2020-08-06,4.0,Good
7416,Alice,31.0,Male,43563.01,HR,2014-08-03,4.3,Average
7417,Eva,32.0,Other,57494.39,IT,2013-10-12,1.7,Poor
7418,Eva,29.0,Male,42402.15,HR,2018-02-04,4.8,Excellent
7419,Alice,31.0,Female,71904.06,Marketing,2013-08-21,1.2,Excellent
7420,Bob,20.0,Female,22326.63,IT,2019-11-24,2.7,Excellent
7421,Eva,,Other,58629.54,Sales,2017-09-25,1.4,Good
7422,Charlie,24.0,Other,44808.18,IT,2016-01-12,1.4,Poor
7423,Alice,35.0,,39442.09,Sales,2013-02-13,4.7,Average
7424,David,30.0,Female,68827.58,Sales,2018-03-16,4.6,
7425,Bob,24.0,Other,34735.99,HR,2011-12-22,3.5,Excellent
7426,Alice,28.0,Other,,IT,2020-02-16,4.9,Average
7427,Eva,21.0,Male,51830.55,Sales,2018-07-20,3.0,Average
7428,Bob,27.0,Other,31544.9,Marketing,2012-12-31,4.1,Excellent
7429,Charlie,34.0,Female,62383.33,HR,2020-12-08,1.4,
7430,Bob,19.0,Female,80315.68,HR,2014-07-22,2.6,Good
7431,Bob,29.0,Other,74295.4,Sales,2012-07-24,3.1,Good
7432,Charlie,24.0,,,Marketing,2017-09-09,4.1,Poor
7433,Charlie,19.0,Male,46579.85,HR,2020-09-06,2.3,Good
7434,Bob,44.0,Male,62244.32,IT,2017-11-13,4.9,Average
7435,Charlie,40.0,Other,,Sales,2010-05-23,3.9,Good
7436,Alice,25.0,Other,51364.52,Marketing,2013-04-05,3.1,Poor
7437,Charlie,27.0,Male,14154.09,Sales,2018-08-08,2.3,Average
7438,Charlie,13.0,Male,26655.61,HR,2012-09-18,3.6,Average
7439,Bob,17.0,,56894.95,Marketing,2012-10-18,3.7,
7440,Alice,20.0,Female,54870.39,Sales,2019-10-08,3.7,Excellent
7441,David,29.0,Other,43070.93,Sales,2019-11-01,3.3,Excellent
7442,David,29.0,Other,54118.4,Sales,2013-04-01,2.6,Excellent
7443,Eva,32.0,Other,28034.39,IT,2014-05-18,4.3,Poor
7444,Charlie,35.0,Other,47313.39,IT,2019-03-13,2.0,Good
7445,Charlie,32.0,Other,44960.24,IT,2019-01-19,3.5,Excellent
7446,Alice,21.0,Other,20539.12,IT,2020-05-29,2.9,Good
7447,David,32.0,Other,51309.26,HR,2015-05-16,4.6,Excellent
7448,Eva,35.0,Female,27118.16,Sales,2013-09-29,3.4,
7449,Alice,26.0,Other,63137.79,IT,2020-10-29,4.4,Good
7450,Charlie,15.0,Male,55020.9,HR,2019-02-07,4.8,Poor
7451,David,39.0,Other,39977.14,IT,2011-12-07,1.5,Poor
7452,Eva,30.0,Female,34733.6,HR,2020-08-16,3.2,Good
7453,Bob,7.0,Male,29123.46,Marketing,2010-09-14,4.5,Poor
7454,David,46.0,Other,42860.64,IT,2017-11-29,4.5,Average
7455,Eva,26.0,Other,61588.45,IT,2014-03-10,1.8,Poor
7456,Alice,49.0,Male,44922.67,Sales,2020-06-22,2.9,
7457,Bob,33.0,Other,,IT,2019-09-13,1.9,
7458,Eva,28.0,Female,33421.09,IT,2019-03-15,4.6,Good
7459,Eva,31.0,Other,42423.87,HR,2011-09-12,1.0,Poor
7460,Charlie,24.0,Female,46613.01,Sales,2017-02-09,1.9,Good
7461,David,30.0,Other,51861.66,Sales,2020-11-07,2.6,Excellent
7462,Charlie,46.0,Male,47360.72,Marketing,2015-01-23,1.9,Average
7463,Bob,22.0,Female,56731.29,HR,2019-10-17,4.9,
7464,Eva,34.0,Other,59824.27,IT,2014-03-27,2.0,Good
7465,Charlie,24.0,Other,72926.95,HR,2013-01-12,2.4,Good
7466,David,28.0,Male,53298.63,IT,2020-05-29,1.7,Good
7467,Bob,45.0,Male,56312.38,Marketing,2014-11-09,4.7,
7468,Alice,34.0,Female,42160.62,IT,2017-02-19,2.6,Average
7469,Charlie,35.0,Female,73080.38,Sales,2010-12-11,2.0,Excellent
7470,Bob,30.0,Female,,Marketing,2016-08-23,2.0,Average
7471,Alice,51.0,Other,59030.66,IT,2010-05-12,3.3,Good
7472,Charlie,22.0,Other,42606.67,Marketing,2013-05-19,4.9,
7473,Bob,17.0,Female,47833.33,Sales,2011-12-18,4.9,Excellent
7474,Bob,43.0,Other,50299.57,Sales,2014-06-07,4.9,Good
7475,Charlie,26.0,Male,20696.81,HR,2010-03-18,2.5,Good
7476,Bob,33.0,Other,52975.9,IT,2015-05-29,4.7,Poor
7477,Eva,43.0,Female,48796.4,Marketing,2013-03-09,2.8,Average
7478,Charlie,33.0,Other,39892.07,HR,2018-10-05,3.0,Average
7479,Bob,47.0,Male,34931.02,Marketing,2018-08-04,3.1,Average
7480,Alice,31.0,Female,40389.52,HR,2012-07-21,1.3,Poor
7481,Alice,24.0,Female,34060.19,HR,2012-01-24,1.7,
7482,Eva,11.0,Female,42493.69,HR,2020-03-23,4.5,
7483,Charlie,32.0,Female,39957.9,Sales,2014-05-10,4.6,
7484,Bob,12.0,Other,44773.89,Sales,2016-01-04,1.8,Excellent
7485,Bob,32.0,Male,61422.65,Sales,2010-03-08,2.2,Poor
7486,Alice,41.0,Other,36363.33,Sales,2011-04-17,4.3,Poor
7487,Eva,29.0,Other,41247.85,Marketing,2010-05-31,1.8,
7488,Alice,31.0,Female,51749.63,IT,2010-01-04,4.5,
7489,Alice,37.0,Male,35295.5,Sales,2018-06-17,4.3,
7490,Eva,35.0,Other,61431.04,IT,2017-01-15,4.2,
7491,Charlie,39.0,Male,35526.74,HR,2010-09-13,4.6,
7492,Bob,29.0,Male,52015.99,IT,2019-10-21,4.5,Average
7493,Charlie,11.0,Male,65929.86,Sales,2018-07-04,4.7,
7494,David,39.0,Male,35245.89,Marketing,2018-02-18,4.5,Average
7495,David,28.0,Other,38005.11,Sales,2017-02-15,3.4,Good
7496,David,22.0,Male,43236.59,Marketing,2011-08-13,1.6,Good
7497,Eva,32.0,Other,50287.63,Sales,2019-10-19,3.4,Poor
7498,Alice,31.0,Male,48046.35,HR,2015-03-02,4.8,Excellent
7499,Charlie,24.0,Male,49742.93,Marketing,2010-11-19,4.9,Good
7500,Bob,19.0,Other,57593.14,HR,2011-03-29,3.9,Poor
7501,David,33.0,Female,47191.29,Sales,2020-09-08,3.8,Poor
7502,Charlie,23.0,Other,28017.71,HR,2017-12-18,4.8,Average
7503,David,30.0,Male,69102.32,IT,2010-12-25,2.2,Average
7504,David,32.0,Other,56470.61,IT,2015-10-01,1.6,
7505,Bob,37.0,Male,30892.83,Marketing,2017-01-20,2.2,Good
7506,Eva,46.0,Other,47235.34,IT,2017-08-02,4.8,Average
7507,Alice,31.0,Other,61780.43,IT,2014-10-29,1.8,
7508,Eva,26.0,Other,36373.05,Sales,2010-02-02,1.9,Poor
7509,Charlie,43.0,Female,63866.4,Sales,2013-09-13,1.8,
7510,Eva,38.0,Other,35474.16,IT,2011-03-12,2.9,Average
7511,Charlie,31.0,Other,56446.09,Marketing,2018-05-03,4.2,Average
7512,Charlie,31.0,,11576.28,IT,2019-07-23,2.5,Average
7513,Alice,30.0,Female,64148.4,Sales,2020-12-01,1.4,Good
7514,Bob,31.0,Male,,HR,2012-04-28,4.0,Average
7515,Alice,29.0,Male,67867.53,Marketing,2017-10-31,3.4,Poor
7516,Eva,22.0,Other,32513.86,Marketing,2010-03-18,2.9,Average
7517,Charlie,30.0,Male,78253.04,IT,2017-03-12,4.9,Excellent
7518,David,44.0,Other,51543.73,HR,2012-12-09,2.9,Average
7519,David,23.0,Female,65252.15,Marketing,2016-10-25,3.9,
7520,Charlie,,Female,47203.93,Marketing,2011-11-01,1.6,
7521,Alice,22.0,Other,27169.43,Sales,2013-05-06,2.7,Excellent
7522,Bob,39.0,Male,35974.73,IT,2014-11-29,1.8,
7523,Alice,36.0,Male,56990.48,IT,2011-04-08,2.4,Good
7524,Charlie,19.0,Male,93505.43,Marketing,2011-01-12,2.9,Poor
7525,Charlie,,Other,71633.37,HR,2017-02-06,1.7,Poor
7526,Bob,36.0,Male,51322.13,HR,2011-03-12,4.2,Good
7527,Eva,19.0,Female,64170.38,HR,2012-10-17,2.5,
7528,Eva,36.0,,53258.66,HR,2011-12-25,4.6,Excellent
7529,Bob,24.0,Female,46519.47,IT,2013-07-19,3.7,Excellent
7530,Eva,35.0,Female,50866.66,Sales,2018-01-18,1.7,Poor
7531,David,33.0,Female,41470.7,HR,2018-03-06,3.6,Excellent
7532,Eva,,Female,51051.47,HR,2019-12-27,1.1,Good
7533,Eva,22.0,Female,,Sales,2016-01-12,4.2,Poor
7534,Eva,34.0,Female,48993.3,IT,2013-09-06,4.9,Average
7535,David,24.0,Female,42822.16,Sales,2010-09-26,3.7,Good
7536,Eva,38.0,Other,42008.41,Sales,2019-12-03,4.7,Good
7537,David,23.0,Other,45813.69,HR,2016-01-17,2.2,Excellent
7538,Bob,32.0,Female,51618.89,Sales,2016-06-28,2.7,Excellent
7539,Alice,26.0,Female,42646.53,Sales,2012-11-03,2.7,Excellent
7540,Bob,30.0,Female,57835.22,IT,2013-10-31,1.4,Average
7541,Alice,24.0,Male,25447.23,HR,2010-04-30,4.2,
7542,Bob,28.0,Other,53083.71,HR,2019-04-09,3.0,
7543,Alice,9.0,Female,64542.18,Marketing,2016-07-23,3.0,Poor
7544,Alice,23.0,Other,76491.56,HR,2015-09-25,3.7,Excellent
7545,Charlie,25.0,Female,48818.95,IT,2019-05-11,1.7,Excellent
7546,Alice,29.0,Male,59692.58,IT,2016-11-21,4.2,Good
7547,Alice,40.0,Female,53078.59,IT,2019-06-16,2.5,Average
7548,Charlie,24.0,Other,65221.19,Marketing,2017-04-23,1.3,Excellent
7549,Eva,41.0,Other,46308.95,Marketing,2013-10-26,1.8,Average
7550,Eva,,Other,57348.53,IT,2014-01-22,2.0,Average
7551,Charlie,21.0,Other,17415.63,HR,2016-03-16,1.7,
7552,David,14.0,Female,64744.27,Marketing,2012-09-30,2.0,Average
7553,Alice,34.0,Male,51802.14,HR,2013-02-18,5.0,
7554,Alice,30.0,Male,39466.01,Marketing,2018-03-28,3.2,Poor
7555,Charlie,34.0,Female,54028.98,Sales,2013-08-05,3.4,Average
7556,Charlie,31.0,Female,71091.86,IT,2017-01-03,1.7,Poor
7557,David,29.0,Other,35520.62,Sales,2019-12-09,1.2,Average
7558,Eva,32.0,Female,36471.71,IT,2019-05-03,2.2,
7559,Bob,47.0,Male,25454.91,Sales,2016-08-25,4.1,
7560,Eva,26.0,Female,36492.32,HR,2014-03-10,3.2,Poor
7561,Alice,46.0,Female,35580.9,HR,2011-07-20,1.0,
7562,Charlie,36.0,Male,46940.11,IT,2020-09-10,4.2,Good
7563,David,32.0,Male,50619.24,HR,2019-06-22,1.4,Good
7564,Eva,34.0,Female,28855.0,IT,2017-02-26,2.8,Average
7565,David,4.0,Other,54670.11,Sales,2020-10-28,5.0,Good
7566,Eva,27.0,Other,53707.63,IT,2012-10-24,1.5,Poor
7567,Alice,24.0,,53370.47,Marketing,2015-04-21,4.3,Good
7568,Bob,46.0,Male,36809.21,Sales,2012-01-22,4.2,Poor
7569,David,27.0,Male,78801.08,Sales,2014-06-04,2.8,Poor
7570,David,29.0,Other,59440.38,IT,2010-07-20,5.0,Average
7571,Bob,29.0,Female,29858.76,Marketing,2015-07-03,2.2,
7572,David,19.0,Female,26050.5,Marketing,2018-12-18,2.3,Average
7573,David,25.0,Female,37837.78,HR,2010-09-13,1.6,Average
7574,Eva,36.0,Male,51316.79,Sales,2010-07-18,2.5,Excellent
7575,Eva,12.0,Male,71648.41,HR,2015-10-22,2.2,Good
7576,Bob,32.0,Other,39820.21,Sales,2012-08-08,3.4,Good
7577,Alice,22.0,Female,26737.1,Sales,2017-06-28,1.2,Poor
7578,David,40.0,Male,54303.31,Sales,2016-03-16,2.2,
7579,Alice,33.0,Male,42925.46,Sales,2014-10-26,1.0,
7580,Bob,17.0,Other,51614.2,IT,2013-12-27,1.0,Good
7581,Bob,26.0,Female,,Marketing,2011-02-11,4.3,
7582,Eva,33.0,Male,45917.55,Sales,2012-03-05,4.0,Good
7583,David,27.0,Male,65359.76,HR,2017-10-11,4.0,Excellent
7584,Charlie,31.0,Male,,HR,2013-01-21,2.4,
7585,Bob,29.0,Male,53198.97,IT,2014-08-15,3.8,Excellent
7586,David,36.0,Female,17669.86,Marketing,2013-01-08,2.0,Average
7587,Alice,33.0,Other,46181.94,Sales,2016-03-05,2.2,Average
7588,Eva,29.0,Female,62938.94,IT,2010-04-02,3.2,Excellent
7589,Alice,30.0,Other,35366.48,HR,2017-01-23,3.8,Poor
7590,Bob,,Male,46546.03,Marketing,2012-12-12,2.1,Excellent
7591,Bob,41.0,Female,49161.33,Sales,2015-11-01,3.7,Poor
7592,Alice,53.0,,,Marketing,2018-08-12,4.8,
7593,Bob,27.0,Other,43823.02,HR,2011-02-14,3.0,
7594,David,30.0,Male,56223.14,IT,2016-10-27,2.6,Excellent
7595,Bob,38.0,Other,55687.97,IT,2015-12-18,1.9,Poor
7596,Eva,38.0,Other,36239.07,HR,2012-02-10,2.4,Average
7597,David,31.0,Other,38137.6,Sales,2020-10-17,3.1,Excellent
